timestamp,SSE,SSdU,J,runtime_s,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12
20260210_151703,12298.781684817255,0.16212247933217383,13920.006478138994,631.12350599999991,1,15,0,0,-2.3901973206538432,-1.4387339006711999,-1000,-1000,-1000,-2.2856190361395989,0.26690690510666537,0.40227524108226104
20260210_171107,13543.40794706574,0.14804532885456223,15023.861235611363,647.75052200000005,1,15,0,0,-3,-0.65668698906566147,-1000,-1000,-1000,-2.1940834054561957,-3,0.72233903999016824
20260210_180826,12614.492815582909,0.15057038266075357,14120.196642190445,567.78472099999999,1,12,0,0,-2.7156205921563439,-1.0784909234250399,-1000,-1000,-1000,-1.1840386462208228,-0.78486922088134525,0.80781434860741308
20260211_122653,12220.989042119822,0.38702925507197017,16091.281592839523,434.11660600000005,1,14,0,0,-2.6397444552424729,-1.3437833442182745,-1000,-1000,-1000,-1.7135838225171744,-0.82553336888426032,-2.6485516937355524
20260211_134235,13800.307339517061,0.13137079448667474,15114.015284383808,369.28655800000001,1,9,0,0,-1.6478556864609661,-1.3121166848680101,-1000,-1000,-1000,1.7703268854865497,0.087291127258841431,-0.16399673253129662
