row_idx,phase,doe_idx,bo_idx,timestamp_py,acq_value,ELL_Z,GAMMA_TIME,WZ,WT,t_floor,SSE,SSdU,J,runtime_s,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12
85,OPT,,65,1769981284,7.109595784406827,0.25,1.0,1.0,1.0,39.713125000000005,14721.715442590168,2.4138750891592466,38860.46633418264,228.112806,0.8137929261823711,1.0,0.0,-3.0,0.5321766482923441,3.0,-2.1306961108290126,1.2663877977405307,-2.4073887306769595,2.341979787382029,-0.8056496263014551,2.0079183838720627
86,OPT,,66,1769981583,6.552497828880419,0.25,1.0,1.0,1.0,39.713125000000005,24411.214146561568,2.056270253102494,44973.91667758651,262.974205,0.8567757130835575,2.0,0.0,-3.0,-0.7073636184961788,3.0,0.2592005498923841,3.0,3.0,-1.527886572455573,-1.086348277837525,-0.07556635437298961
87,OPT,,67,1769981763,6.541385378509017,0.25,1.0,1.0,1.0,39.713125000000005,18992.639440537347,0.027711007766297355,19269.74951820032,143.414694,0.7696081856018379,0.0,0.0,-2.1931127477813974,-2.152070115203613,-1.7585766179075693,3.0,3.0,-3.0,-0.8865989386523129,-0.624194345302551,3.0
88,OPT,,68,1769981997,6.546336088224316,0.25,1.0,1.0,1.0,39.713125000000005,16780.50480543449,0.4135709000625065,20916.213806059557,197.20244100000002,0.8472078693065543,1.0,0.0,0.19850674297976958,0.6393491950706865,1.8409195417569468,1.8321239245579402,2.0462305325417494,0.4773663297397096,3.0,-0.7038938303331174,1.6157580334587487
89,OPT,,69,1769982168,6.521527106382287,0.25,1.0,1.0,1.0,39.713125000000005,14230.829787601122,0.4448550954047215,18679.380741648336,129.589742,0.7203430436022842,0.0,0.0,-2.444956713622943,0.44905110838495516,2.1641665652556066,-3.0,1.2140260213839489,-2.697603403855891,3.0,-0.5099759868990508,3.0
90,OPT,,70,1769982363,7.263531327754874,0.25,1.0,1.0,1.0,39.713125000000005,51366.93499590811,2.5878801814005694,77245.7368099138,156.210356,0.8503412431621545,0.0,0.0,1.39198363329205,-2.744114276800166,-3.0,3.0,-3.0,3.0,-0.5388588819407182,-0.7917310140576708,2.480800679300033
91,OPT,,71,1769982535,6.660742355041765,0.25,1.0,1.0,1.0,39.713125000000005,41784.76713080129,0.0741483423691215,42526.2505544925,131.530049,0.7797879834041748,0.0,0.0,-3.0,-2.3102961708808616,-3.0,3.0,-3.0,-3.0,-0.6284775099459347,-0.6222662311408018,1.4034034967217872
92,OPT,,72,1769982720,6.6875074446052505,0.25,1.0,1.0,1.0,39.713125000000005,45935.84647383175,1.549804969196049,61433.896165792234,148.83909699999998,0.8153034359570951,0.0,0.0,3.0,-1.2327677187292139,-1.0310971039149044,1.8901285419223501,0.7176442940671793,3.0,2.2723841837105923,-0.5868414068824404,1.3873747038988702
93,OPT,,73,1769982930,7.273188990629374,0.25,1.0,1.0,1.0,39.713125000000005,14723.523308727123,5.673315594982494,71456.67925855206,172.030507,0.8546936195021785,0.0,0.0,-3.0,-2.0223185281027996,3.0,1.5546759978962092,3.0,-3.0,-1.1818707040196943,-0.9752582050545395,3.0
94,OPT,,74,1769983197,6.953827070249977,0.25,1.0,1.0,1.0,39.713125000000005,15339.168255778368,0.14732760479009244,16812.44430367929,228.19350400000002,0.8512469823308447,2.0,0.0,-3.0,-1.3458690409281655,1.1683933956670414,3.0,3.0,-2.655753340246902,-0.8626178132585445,-0.9661036499653428,2.345931436618236
95,OPT,,75,1769983392,6.9108363378929925,0.25,1.0,1.0,1.0,39.713125000000005,23104.532476767894,0.4932921938499367,28037.45441526726,151.89101599999998,0.8011079051564415,0.0,0.0,-3.0,-0.33774670381228433,-3.0,1.186569484381092,-0.9163238459552809,-3.0,3.0,-0.7312660457611994,3.0
96,OPT,,76,1769983808,6.765094364095761,0.25,1.0,1.0,1.0,39.713125000000005,43529.50257396765,0.31681069644315857,46697.609538399236,378.548021,0.8513998022512278,5.0,0.0,-1.601680993684612,-2.840168448615998,1.3608907473536886,3.0,1.8933831746024998,3.0,-1.873573434778988,-1.0676881718975717,3.0
97,OPT,,77,1769984207,6.792616392098182,0.25,1.0,1.0,1.0,39.713125000000005,14042.798397366818,1.2802279235048717,26845.077632415534,362.836545,0.890146549649974,6.0,0.0,0.34047353495873195,-2.472424617756565,1.3404832646589728,-2.4585726980548346,1.2978766640571129,-1.4801344697761054,-3.0,-0.8660940965868535,1.44151383448168
98,OPT,,78,1769984433,7.2030116732636165,0.25,1.0,1.0,1.0,39.713125000000005,35456.777523258126,0.05352664008213276,35992.04392407945,189.227583,0.8373165460504622,1.0,0.0,-3.0,-1.8226256049085097,-0.4927220771377224,3.0,3.0,-1.6806268890605354,-0.8425635372018226,-0.8303830265098039,3.0
99,OPT,,79,1769984632,7.057529062314511,0.25,1.0,1.0,1.0,39.713125000000005,24974.0072540796,0.022526441211867042,25199.27166619827,164.738355,0.8550281619444231,0.0,0.0,-0.9099280254082844,-0.6703734305788988,1.2737344414403255,3.0,2.2292128151942023,-1.3867082102043962,-1.360410172511021,-0.8261884932532202,1.290866556638777
100,OPT,,80,1769984832,6.502653002542388,0.25,1.0,1.0,1.0,39.713125000000005,15655.857291524737,0.46355460898266443,20291.40338135138,161.51209599999999,0.875100587784298,0.0,0.0,0.6479313548288285,-0.7728629688027487,0.11418207628503713,1.6929734280543527,-0.5242664200919134,-3.0,1.0323113621923898,-0.7931811157299063,2.3429192733975075
101,OPT,,81,1769985013,6.970982339990093,0.25,1.0,1.0,1.0,39.713125000000005,29985.063001009064,0.5099973082482437,35085.036083491505,145.504456,0.8273960895638873,0.0,0.0,-2.02575454434611,-0.3309414478446837,0.22925593129716013,3.0,-0.44951078087994145,-2.4991569404878917,0.6361828521555032,-0.7214288525289889,2.0138257004617386
102,OPT,,82,1769985202,6.686249917005863,0.25,1.0,1.0,1.0,39.713125000000005,33677.65535478772,0.35083529778292927,37186.00833261701,150.80283200000002,0.8620835506609978,0.0,0.0,-3.0,-1.1917551928994565,-1.1992319329768255,1.1180916658526854,-2.5717661781177346,-3.0,3.0,-0.8088048941844478,-1.0006643821824792
103,OPT,,83,1769985385,6.521392695547223,0.25,1.0,1.0,1.0,39.713125000000005,39174.54459119357,0.15380885367029237,40712.63312789649,141.826871,0.80583525437735,0.0,0.0,-0.4364550101207146,-1.0437173814503846,0.11880944525081293,3.0,0.46520012004021505,-3.0,0.01900927545284266,-0.6188407568853773,1.5387329420379299
104,OPT,,84,1769985694,6.85110386396665,0.25,1.0,1.0,1.0,39.713125000000005,26242.10159334554,1.0804268832497648,37046.37042584318,266.493878,0.8748226622031638,2.0,0.0,-3.0,0.5947011048413822,3.0,-3.0,1.2687584933119267,-3.0,3.0,-0.9799215732440636,1.1142642562766436
105,OPT,,85,1769985894,6.911471193726052,0.25,1.0,1.0,1.0,39.713125000000005,61146.535431599645,0.9762942891546176,70909.47832314583,161.939964,0.861531141617494,0.0,0.0,-0.6942816191427755,-0.15519224240166168,-1.7603976477517886,-3.0,-0.4878541564873356,-3.0,1.9123091030414798,-0.8290465591392082,3.0
106,OPT,,86,1769986088,7.208783529384443,0.25,1.0,1.0,1.0,39.713125000000005,53106.68508143867,0.15172216230895874,54623.90670452826,156.08765499999998,0.8440091291984857,0.0,0.0,-2.8561240522985707,-1.679681474441259,1.9080966436861484,3.0,1.8961657580662432,3.0,-1.270614505589589,-0.8698124722272293,-0.8735014623965007
107,OPT,,87,1769986264,6.72680105645732,0.25,1.0,1.0,1.0,39.713125000000005,26275.84895023237,0.49398755314598725,31215.72448169224,135.254661,0.8329121009627476,0.0,0.0,-3.0,0.533702355106349,2.0367476725588745,3.0,1.2395288234479072,-1.6121775564599792,1.7794478917107122,-0.7706737926524594,1.0201244995115655
108,OPT,,88,1769986457,6.634100954092511,0.25,1.0,1.0,1.0,39.713125000000005,26908.522216770143,0.43195346055555833,31228.05682232573,152.014095,0.8719581328037542,0.0,0.0,-2.108920189103588,-0.9946587076749429,0.11083331184464536,-3.0,-0.4730215512760473,-3.0,1.8351769434154972,-0.8387474338383932,-0.8397396906284668
109,OPT,,89,1769986639,6.662775196372308,0.25,1.0,1.0,1.0,39.713125000000005,44572.97939800727,0.09477173113771248,45520.6967093844,143.608286,0.8436999696507982,0.0,0.0,-3.0,-2.2207398971629004,-1.6498236904206771,3.0,-0.23049974616792673,-3.0,-1.3651962961139117,-0.7945971929609427,0.5847176456859553
110,OPT,,90,1769986835,6.62292134134429,0.25,1.0,1.0,1.0,39.713125000000005,47526.2973576246,0.6246014044536837,53772.31140216144,150.898547,0.8386268312284664,0.0,0.0,-2.371512530130984,-1.3737028427953863,0.9888577164768403,-3.0,1.3556050924796572,3.0,2.158172903671895,-0.8173860478456071,-0.6107620036170357
111,OPT,,91,1769987040,6.343960063466509,0.25,1.0,1.0,1.0,39.713125000000005,21449.58761769834,0.024782459065085256,21697.412208349193,162.252599,0.7953801045681735,0.0,0.0,0.8577584366226787,-1.90769278731329,-2.5768148461171005,3.0,2.63149759317945,-3.0,0.09318169807994049,-0.5714997148191705,3.0
112,OPT,,92,1769987240,7.054898544123904,0.25,1.0,1.0,1.0,39.713125000000005,14623.6900234772,8.08673554274862,95491.0454509634,160.278163,0.8397699417077577,0.0,0.0,-3.0,-1.3793800163579157,1.9615492576609308,1.4034526566068941,3.0,-2.1971568488111144,-0.9283662332329597,-0.9054635690135229,2.5660853715530183
113,OPT,,93,1769987445,7.088204584545136,0.25,1.0,1.0,1.0,39.713125000000005,14706.73626596325,12.416376969959872,138870.50596556198,163.671091,0.8499574544224672,0.0,0.0,-2.1939115674121554,-2.72090661807688,1.9544085897555883,0.0038600885605158527,3.0,-1.797916717024756,-2.498013099726476,-0.9627904847129498,2.5565356554584024
114,OPT,,94,1769987657,7.206292134979599,0.25,1.0,1.0,1.0,39.713125000000005,40688.256804422876,0.1480445081694022,42168.7018861169,170.705949,0.8625065946261865,0.0,0.0,-2.3744861875802012,-2.4764078734545283,1.3766124904313082,1.4453034985680422,-0.6355767661268833,-0.6073554103980017,-2.2173676549877532,-0.9306889449805215,1.0561121481476934
115,OPT,,95,1769987865,6.945432897146514,0.25,1.0,1.0,1.0,39.713125000000005,17020.22607023395,0.9011672031850586,26031.89810208454,168.29738300000002,0.8765059154665424,0.0,0.0,1.7424830871290988,-1.2970660868007404,0.40003880881246995,-0.16815715398814948,-1.727604861088522,-3.0,1.4079904646909565,-0.7792457445597734,2.0199951213181264
116,OPT,,96,1769988066,6.914219043765458,0.25,1.0,1.0,1.0,39.713125000000005,32750.005947279125,0.23466781907201,35096.684137999226,156.892967,0.859411642097188,0.0,0.0,-0.3046520106234341,-1.4318766441116522,-0.729215117188722,-2.6848694404647193,-0.6978965495957147,-3.0,3.0,-0.760301150936224,0.26038285711168074
117,OPT,,97,1769988267,7.067598373439867,0.25,1.0,1.0,1.0,39.713125000000005,13453.135534699477,0.6138974345604338,19592.109880303815,160.62759,0.8569764993097284,0.0,0.0,0.20089619494269248,0.49569335928398395,2.044922731881015,-3.0,1.7198271493430641,-0.2423821434226681,2.4100138350365503,-0.8161933553007217,2.43734059408691
118,OPT,,98,1769988460,6.698751034584296,0.25,1.0,1.0,1.0,39.713125000000005,25998.74260145547,0.8566495806004136,34565.238407459605,152.702722,0.8592781311587844,0.0,0.0,-1.2769224418827525,-0.30627408342440493,-0.05622874182283385,1.4576745384191117,-2.8453980027192847,-3.0,1.7547940811702367,-0.8160148702540182,1.7477332011322064
119,OPT,,99,1769988675,6.626800045265273,0.25,1.0,1.0,1.0,39.713125000000005,38655.05793353692,0.03372515399129445,38992.309473449866,170.28303,0.841976808725574,0.0,0.0,0.13039446493571102,-2.5540290616128063,-3.0,1.6795421211133634,0.11037891527384014,-3.0,-1.074329372551227,-0.7279626925773915,2.1243705991487176
120,OPT,,100,1769988883,6.577616106363729,0.25,1.0,1.0,1.0,39.713125000000005,23059.09917648358,0.056246439894278015,23621.56357542636,169.248312,0.8417913540063332,0.0,0.0,-1.8947416960317844,-2.6812914797611853,0.0918531993137015,-1.6734251374828215,-0.8939287882131118,-3.0,0.5916204710315706,-0.7776253366081415,1.7250647433311799
121,OPT,,101,1769989311,6.502662279098732,0.25,1.0,1.0,1.0,39.713125000000005,15481.368765777634,2.082727952439727,36308.648290174904,389.190706,0.9420086991610437,6.0,0.0,-0.24569044165816273,-2.7189368105919924,1.4802114852599253,0.21094499021280527,2.228765220650221,-1.104324562754615,-2.7357241055152333,-1.2208936272324384,1.11751659323945
