eval_id,timestamp,phase,phi_vintage,z,SSE_measured,SSdU_measured,phi_SSE,phi_SSdU,SSE,SSdU,J,runtime_s,n_flag_not_one,phi_floored,wall_total_s,wall_cases_s,wall_phi_s,wall_build_s,wall_save_s,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12
21,20260803_094510,OPT,0,0.92619614071623957,69755.227232984471,1.4956088585452199,0.99998964294058135,0.92615669690214519,69755.949699500314,1.6148550926077698,85904.500625578017,2382.4939450000002,658,0,2382.7463090000001,2382.64005,0.020197,0.083894999999999997,0.022204000000000002,0.92619614071623957,0,7,0,-3,-3,-1000,-1000,-1000,-1.1611349372157933,2.320551096927328,-0.78800774651118655
22,20260803_130958,OPT,0,0.87734097172837089,19231.844059470903,2.017657111557297,0.9999028094448954,0.8772821648562753,19233.713394752464,2.2998952815686713,42232.666210439173,3037.2093329999998,462,0,3037.5963160000001,3037.3493520000002,0.0093799999999999994,0.22680900000000001,0.017373,0.87734097172837089,0,7,0,-1.674751560086386,0.2158863772412358,-1000,-1000,-1000,3,3,-2.2976223446727673
23,20260803_140527,OPT,0,0.81110044977595508,17956.884765948475,3.4776880950079772,0.99934819924294682,0.81101956874638248,17968.596710887818,4.2880446157218435,60849.042868106255,1118.7115309999999,634,0,1119.0796720000001,1118.8943589999999,0.0061029999999999999,0.17318500000000001,0.015342,0.81110044977595508,4,3,0,-3,0.064242341305176781,-1000,-1000,-1000,-3,-3,-1.0584103634595796
24,20260803_142424,OPT,0,0.69253311365894576,27376.079195536746,0.75845152906777824,0.99442274298141042,0.69242202754624116,27529.618956078633,1.0953601978197141,38483.220934275771,263.060226,610,0,263.21013399999998,263.18667099999999,0.00028699999999999998,0.021909000000000001,0.023896000000000001,0.69253311365894576,3,0,0,-1.7206474947909882,-0.71803793790156911,-1000,-1000,-1000,3,-1.2980831747423844,-2.2935499457012782
25,20260803_142905,OPT,0,0.64842041353251345,35824.419083424596,0.24829591150158364,0.98993152762404235,0.64830081152497443,36188.784864148751,0.3829949108308629,40018.733972457383,153.125868,457,0,153.297359,153.28216599999999,0.00066299999999999996,0.013344999999999999,0.019248000000000001,0.64842041353251345,0,0,0,-0.86080775979198865,-3,-1000,-1000,-1000,3,3,-3
26,20260803_143157,OPT,0,0.57247515780316482,24673.790300172568,1.8534051862390017,0.97616813252038803,0.57234424675876738,25276.168600655725,3.2382699690526953,57658.868291182676,89.371864000000016,38,0,89.502352999999999,89.489013999999997,0.00017200000000000001,0.011871,0.0075300000000000002,0.57247515780316482,0,0,0,-1.1153653285741292,-3,-1000,-1000,-1000,3,-1.3877052577512667,-3
27,20260803_143344,OPT,0,0.79338818672832601,31355.315226709234,0.03171672957072081,0.99903249698852759,0.79330208045305917,31385.680967562461,0.039980645900496332,31785.487426567423,152.11002299999996,316,0,152.34143499999999,152.27245099999999,0.0013320000000000001,0.060934000000000002,0.0083359999999999997,0.79338818672832601,0,0,0,-2.1166148047532629,0.8742938311018299,-1000,-1000,-1000,3,0.99788086180560698,1.0848068323545377
28,20260803_143635,OPT,0,0.86844902608916508,39604.285236876887,0.13876873452196586,0.99986769273932774,0.86838700350247189,39609.525864740572,0.159800565833285,41207.53152307342,538.48768999999993,997,0,538.64162999999996,538.63750300000004,0.00010399999999999999,0.0030140000000000002,0.0086219999999999995,0.86844902608916508,8,0,0,-3,-0.17949411268965598,-1000,-1000,-1000,3,-3,2.5085126584149369
29,20260803_144556,OPT,0,0.7467247798875124,32318.112166587678,0.13251479677919492,0.99762657517582964,0.74662613724180171,32394.999262015124,0.17748480821838519,34169.847344198977,682.99198300000012,424,0,683.12018599999999,683.11808499999995,3.3000000000000003e-05,0.0017110000000000001,0.018142999999999999,0.7467247798875124,0,3,0,-2.5306604439329279,1.1272078475090552,-1000,-1000,-1000,3,-1.7463612063492555,1.9010312690357341
30,20260803_145737,OPT,0,0.72203912832073114,27382.928619163435,0.032333467566837602,0.9964243171058601,0.72193454249605293,27481.192649631284,0.044787256549667566,27929.065215127961,146.381822,207,0,146.524686,146.522434,3.4e-05,0.0018309999999999999,0.021521999999999999,0.72203912832073114,0,0,0,-1.1864837534467902,0.041109403318722114,-1000,-1000,-1000,3,3,2.4108571447808913
31,20260803_150030,OPT,1,0.81360563841290712,34907.860000863242,0.094873352018372811,0.99567420646187765,0.82198555483287028,35059.520246997366,0.11541973147893442,36213.717561786711,174.233159,245,0,174.40203700000001,174.398684,3.1000000000000001e-05,0.0029619999999999998,0.008711,0.81360563841290712,0,0,0,-3,3,-1000,-1000,-1000,3,3,2.5635446989829047
32,20260803_150343,OPT,1,0.84208719754084915,19168.136864430395,0.030436452960704092,0.99745489679038213,0.84950212098135525,19217.04623047094,0.035828577950510032,19575.332009976039,718.46897899999999,746,0,718.63205000000005,718.62992099999997,3.0000000000000001e-05,0.0016429999999999999,0.012064999999999999,0.84208719754084915,11,0,0,-2.0560422148193678,-0.16685383941153833,-1000,-1000,-1000,3,3,1.8185830110789489
33,20260803_151606,OPT,1,0.69326541594345681,67597.134434614447,4.7509632491104989,0.97867751389337354,0.70497394710850259,69069.875903963126,6.7392040068954175,136461.91597291728,113.643271,28,0,113.80439800000001,113.791916,0.001377,0.0078359999999999992,0.0089680000000000003,0.69326541594345681,0,0,0,1.0097205794546364,-0.67154627056364846,-1000,-1000,-1000,3,3,0.0010793608957213403
34,20260803_151818,OPT,1,0.77751533081041901,16916.495705161396,0.045910516711025563,0.9923780249781653,0.78701603314141277,17046.423116365964,0.058334919210948605,17629.772308475451,141.16634099999999,181,0,141.32823099999999,141.32646,2.9e-05,0.00132,0.0079539999999999993,0.77751533081041901,0,0,0,-3,-0.24953772809905217,-1000,-1000,-1000,0.63664513783053378,1.9453911507086696,0.71529811905456664
35,20260803_152058,OPT,1,0.76563052357402228,18399.254982313942,3.1506776576902551,0.99099617829771947,0.77547661571895621,18566.42375142072,4.0628918961911111,59195.342713331833,230.44260500000001,434,0,230.585926,230.582864,5.3999999999999998e-05,0.002562,0.015654000000000001,0.76563052357402228,3,0,0,-2.0756682342541741,-0.20221249939628302,-1000,-1000,-1000,-3,3,0.1323546105110161
36,20260803_152508,OPT,1,0.75355163491703092,17417.746653793962,0.95479187639270147,0.98942414086018271,0.76373709627006248,17603.923266569353,1.2501577847347103,30105.501113916456,168.79137400000002,30,0,168.943928,168.94185300000001,3.4e-05,0.001676,0.0077390000000000002,0.75355163491703092,0,0,0,-3,-0.41090608036735865,-1000,-1000,-1000,-0.0047794991793665307,0.55434999425476084,-3
37,20260803_152815,OPT,1,0.87431493447355446,33193.98498030597,0.031128002654510694,0.99877329546214955,0.88054418750117169,33234.754204102486,0.035350869492247118,33588.262899024958,416.47485199999994,948,0,416.63645700000001,416.63477499999999,3.0000000000000001e-05,0.0012830000000000001,0.0079579999999999998,0.87431493447355446,6,0,0,-3,-3,-1000,-1000,-1000,3,0.86725053498151294,1.7523226049729907
38,20260803_153531,OPT,1,0.6274689049358424,16756.38055301804,0.59847602425556556,0.96022479235650959,0.64052310427197301,17450.476894994372,0.93435509236751313,26794.027818669503,1085.8630459999999,390,0,1085.9928709999999,1085.9909700000001,3.6000000000000001e-05,0.0015120000000000001,0.067923999999999998,0.6274689049358424,0,7,0,-3,-0.23755371141882639,-1000,-1000,-1000,-0.29900334111402388,-1.4670746848680327,1.3776400853176947
39,20260803_155359,OPT,1,0.69021061295038699,14240.382238367723,0.06528896872334812,0.97798915173542156,0.70198888552286687,14560.879548713256,0.093005701471638724,15490.936563429643,285.60098299999999,499,0,285.73074100000002,285.72859,3.4e-05,0.001725,0.0081200000000000005,0.69021061295038699,4,0,0,-0.30851795185578429,0.79962406079905768,-1000,-1000,-1000,3,3,2.0265324537098142
