timestamp,SSE,SSdU,J,runtime_s,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12
20260129_141043,12933.18543745118,0.57154005355698811,18648.585973021061,69.473067,0.1496383490972221,7,0,-2.7082268781960011,-1.8817025665193796,0.97399172745645046,1.8148260656744242,-1.8421601727604866,-0.26394970715045929,-2.6777121126651764,-0.59633010439574718,-2.7489501535892487
20260129_141155,16318.037554183677,0.28922992140032316,19210.336768186909,1009.7306610000001,0.48770145829766987,14,6,0.70387139730155468,0.35475430078804493,-2.2341090515255928,-2.3378402832895517,0.96631978824734688,2.6364181246608496,2.4765312988311052,2.0751984715461731,0.14205199107527733
20260129_142847,70640.905044922358,9.6153223375690491,166794.12842061283,219.220518,0.35840897019952533,3,2,-0.33266185037791729,2.3173718769103289,-0.08618161641061306,0.25661717355251312,2.6324723493307829,0.72851805947721004,1.4482071697711945,0.084412934258580208,1.6860807202756405
20260129_143228,16488.575267405475,2.8851470602959752,45340.045870365226,767.81629700000008,0.2789918723516166,10,5,2.3368512913584709,-1.4461699370294809,2.7525954209268093,-0.84697720035910606,-0.56122787855565548,-2.347676619887352,-0.89940050058066845,-1.5557742118835449,-1.2354315519332886
20260129_144520,12970.228932592297,0.25982229006668944,15568.451833259192,287.667169,0.30187118323519824,1,6,1.6350536160171032,-0.10304040648043156,0.54128353670239449,1.1504630260169506,1.9904045518487692,1.3662589341402054,1.9991916306316853,0.92928909882903099,-0.41288957744836807
20260129_145012,48793.110975713782,26.979371174988309,318586.82272559684,381.72128700000002,0.46072791367769239,8,1,-0.94391349144279957,2.1341459322720766,-2.2914482038468122,-0.74485643953084946,-1.2025459986180067,-1.5341088864952326,-1.8479984421283007,-2.3991740886121988,2.316977072507143
20260129_145638,47539.897923457589,3.5684505151212154,83224.403074669739,1142.9033549999999,0.58925555497407911,5,4,1.3241871166974306,1.2879342008382082,-1.4351354241371155,2.7782889883965254,-2.4877015203237534,-1.0808158311992884,-0.62631566449999809,-1.4368117488920689,0.82365139201283455
20260129_151545,15742.627267579812,2.7596472003577701,43339.099271157516,195.798833,0.17340457709506155,12,3,-2.015127070248127,-2.4748779628425837,1.7790050189942122,-2.0708875637501478,0.3171219639480114,1.9953788369894028,0.027521369978785515,2.9229928907006979,-1.883990652859211
20260129_151909,13116.760832204855,6.9081674276163971,82198.435108368838,181.99794800000001,0.21599066760390997,3,4,-1.233832485973835,0.71392628364264965,2.3474653623998165,0.91171974129974842,1.6064885258674622,1.0449280142784119,-1.1260104384273291,2.2533959168940783,-2.4665007758885622
20260129_152215,13609.028734742058,0.57100828962816741,19319.111631023734,761.57821600000011,0.54636429427191613,10,3,2.0890122223645449,-1.5261911507695913,-0.44425356946885586,-0.19259527511894703,-0.82403445616364479,-2.0547041539102793,1.0223335102200508,-0.79377651214599609,0.62059579230844975
20260129_153528,12980.523786465263,0.70855913314696628,20066.115117934925,346.51276200000001,0.59999999999999998,9,0,-3,-0.69142842383364422,1.225923078564163,-0.87817833078541485,0.63392464309049068,0.98608829837970546,-0.661473976664958,2.1547670566809711,-2.9653094254849854
20260129_154127,19714.522517403853,0.15504949395309131,21265.017456934766,357.33392000000003,0.59999999999999998,8,0,1.4676786517537006,-1.2971286352282674,-0.84346289077042669,-0.48849740229664729,1.2897139110725924,2.1970317845700524,2.1780521845322736,1.9991832404561514,-0.39190672835885809
20260129_154738,17378.405480756708,2.3670927228744105,41049.332709500814,871.8776949999999,0.59999999999999998,0,7,-3,-0.20723286409749306,3,2.4924040492027144,3,1.9528255130362735,-3,2.9581016004503358,-3
20260129_160222,15713.623169588571,1.0580603669565463,26294.226839154035,621.71270200000004,0.59999999999999998,11,0,1.0919282117342677,-0.13558291497522032,3,-2.8115389163408797,0.67249593358853033,-3,3,2.3496819542471306,-0.31416521751427423
